#frmMstItem																																		
																																		
																																		
#ITEMID	ITEMCODE	ITEMNAME	DESCRIPTION	UOM	UOM	CONVFACTOR	REOL	REOQ	MIN_QTY	MAX_QTY	ITEMTYPE	ITEMSTDRATE	BUYINGRATE	ITEMGROUPID	ITEMSUBGROUPID	INACTIVE	DATEADDED	DATECHANGED	ADDEDBY	CHANGEDBY	IMAGENAME	TAXPER	REFRATE	TAX	ITEMMRP	SELLDISC	ITEM_PACKING	SUBHEADING	GROUPCODE	SUBGROUPCODE	TAXTYPE	BARCODE	SUPID	BRAND
3475	4350	TRACKPANT ANT 	TRACKPANT ANT 	NOS	NOS	1	0	0	0	0	F	720	450	GARMENTS	ANTIQUE	N	25-Feb-13	25-Feb-13	ADMIN			0	0	5.5	720	10					I		0	
3474	4349	TRACKPANT ANT 	TRACKPANT ANT 	NOS	NOS	1	0	0	0	0	F	730	430	GARMENTS	ANTIQUE	N	25-Feb-13	25-Feb-13	ADMIN			0	0	5.5	730	10					I		0	
3473	4348	STRINGING MACHINE HAWK 20	STRINGING MACHINE HAWK 20	NOS	NOS	1	0	0	0	0	F	14500	6500	OTHERS	GOODS	N	25-Feb-13	25-Feb-13	ADMIN			0	0	5.5	14500	10					I		0	
3472	4347	WATER BOTTLE YY 1006	WATER BOTTLE YY 1006	NOS	NOS	1	0	0	0	0	F	450	237	OTHERS	GOODS	N	22-Feb-13	22-Feb-13	ADMIN			0	0	5.5	450	10					I	WB 750 1006	91	YONEX
3471	4346	WATER BOTTLE YY 1003	WATER BOTTLE YY 1003	NOS	NOS	1	0	0	0	0	F	350	190	OTHERS	GOODS	N	22-Feb-13	22-Feb-13	ADMIN			0	0	5.5	350	10					I	WB 750 1003	91	YONEX
3470	4345	KEY CHAIN YY 153	KEY CHAIN YY 153	NOS	NOS	1	0	0	0	0	F	450	237	OTHERS	GOODS	N	22-Feb-13	22-Feb-13	ADMIN			0	0	5.5	450	10					I	wmkc 153	91	YONEX
3469	4344	KEY CHAIN YY 138	KEY CHAIN YY 138	NOS	NOS	1	0	0	0	0	F	500	267	OTHERS	GOODS	N	22-Feb-13	22-Feb-13	ADMIN			0	0	5.5	500	10					I	wmkc 138	91	YONEX
3468	4343	KEY CHAIN YY 165	KEY CHAIN YY 165	NOS	NOS	1	0	0	0	0	F	549	300	OTHERS	GOODS	N	22-Feb-13	22-Feb-13	ADMIN			0	0	5.5	549	10					I	khsc 165	91	YONEX
3467	4342	KEY CHAIN YY 060	KEY CHAIN YY 060	NOS	NOS	1	0	0	0	0	F	165	94	OTHERS	GOODS	N	22-Feb-13	22-Feb-13	ADMIN			0	0	5.5	165	10					I	khsl 060	91	YONEX
3466	4341	KEY CHAIN YY 271	KEY CHAIN YY 271	NOS	NOS	1	0	0	0	0	F	600	362	OTHERS	GOODS	N	22-Feb-13	22-Feb-13	ADMIN			0	0	5.5	600	10					I	wrkc271	91	YONEX
3465	4340	KEY CHAIN YY 1016	KEY CHAIN YY 1016	NOS	NOS	1	0	0	0	0	F	769	420	OTHERS	GOODS	N	22-Feb-13	22-Feb-13	ADMIN			0	0	5.5	769	10					I	acg 1016	91	YONEX
3464	4339	SRYY ISO TR 1	SRYY ISO TR 1	NOS	NOS	1	0	0	0	0	F	6120	2857	SHUTTLE RACKET	YONEX	N	22-Feb-13	22-Feb-13	ADMIN			0	0	5.5	6120	30					I		91	YONEX
3463	4338	SRYY SAB  D11	SRYY SAB  D11	NOS	NOS	1	0	0	0	0	F	3090	1625	SHUTTLE RACKET	YONEX	N	22-Feb-13	22-Feb-13	ADMIN			2	0	5.5	3090	30					I	4.54766E+12	91	
3462	4337	SRYY B 6000	SRYY B 6000	NOS	NOS	1	0	0	0	0	F	1280	600	SHUTTLE RACKET	YONEX	N	22-Feb-13	22-Feb-13	ADMIN			0	0	5.5	1280	30					I		91	YONEX
3461	4336	POWER BAND H	POWER BAND H	NOS	NOS	1	0	0	0	0	S	450	162	OTHERS	GOODS	N	20-Feb-13	20-Feb-13	ADMIN			0	0	5.5	450	20					I		0	
3460	4335	CRBT SLZ V100 AMATEUR	CRBT SLZ V100 AMATEUR	NOS	NOS	1	0	0	0	0	F	1199	851	CRICKET	CRICKET BAT	N	19-Feb-13	19-Feb-13	ADMIN			0	0	5.5	1199	10					I		0	
3459	4334	CRBT SLZ V100 PANTHER	CRBT SLZ V100 PANTHER	NOS	NOS	1	0	0	0	0	F	1449	1029	CRICKET	CRICKET BAT	N	19-Feb-13	19-Feb-13	ADMIN			0	0	5.5	1449	10					I		0	
3458	4333	"CRBT NEXUS PLUS`6"" SG"	"CRBT NEXUS PLUS`6"" SG"	NOS	NOS	1	0	0	0	0	F	1199	840	CRICKET  ACC	SG	N	19-Feb-13	19-Feb-13	ADMIN			0	0	5.5	1199	10					I		0	
3457	4332	"CRBT NEXUS PLUS`5"" SG"	"CRBT NEXUS PLUS`5"" SG"	NOS	NOS	1	0	0	0	0	F	1149	805	CRICKET  ACC	SG	N	19-Feb-13	19-Feb-13	ADMIN			0	0	5.5	1149	10					I		0	
3456	4331	"CRBT NEXUS PLUS`3"" SG"	"CRBT NEXUS PLUS`3"" SG"	NOS	NOS	1	0	0	0	0	F	999	700	CRICKET  ACC	SG	N	19-Feb-13	19-Feb-13	ADMIN			0	0	5.5	999	10					I		0	
3455	4330	SHORTS CENMAX	SHORTS CENMAX	NOS	NOS	1	0	0	0	0	F	495	300	GARMENTS	CENMAX	N	19-Feb-13	19-Feb-13	ADMIN			2	0	5.5	495	15					I		0	
3454	4329	CRBP SG OPTIPRO 	CRBP SG OPTIPRO 	NOS	NOS	1	0	0	0	0	F	699	490	CRICKET	SG	N	18-Feb-13	18-Feb-13	ADMIN			0	0	5.5	699	10					I		0	
3453	4328	CRBP SG OPTIPRO Y	CRBP SG OPTIPRO Y	NOS	NOS	1	0	0	0	0	F	649	455	CRICKET	SG	N	18-Feb-13	18-Feb-13	ADMIN			0	0	5.5	649	10					I		0	
3452	4327	CRBP SG OPTIPRO B	CRBP SG OPTIPRO B	NOS	NOS	1	0	0	0	0	F	629	440	CRICKET	SG	N	18-Feb-13	18-Feb-13	ADMIN			0	0	5.5	629	10					I		0	
3451	4326	CRBP SG OPTIPRO SMB	CRBP SG OPTIPRO SMB	NOS	NOS	1	0	0	0	0	F	599	420	CRICKET	SG	N	18-Feb-13	18-Feb-13	ADMIN			0	0	5.5	599	10					I		0	
3450	4325	CRBG SG CAMPUS Y	CRBG SG CAMPUS Y	NOS	NOS	1	0	0	0	0	F	299	210	CRICKET	SG	N	18-Feb-13	18-Feb-13	ADMIN			0	0	5.5	299	10					I		0	
3449	4324	CRBG SG CAMPUS B	CRBG SG CAMPUS B	NOS	NOS	1	0	0	0	0	F	289	203	CRICKET	SG	N	18-Feb-13	18-Feb-13	ADMIN			0	0	5.5	289	10					I		0	
3448	4323	CR THIGH PAD SG 	CR THIGH PAD SG 	NOS	NOS	1	0	0	0	0	F	249	175	CRICKET	SG	N	18-Feb-13	18-Feb-13	ADMIN			0	0	5.5	249	10					I		0	
3447	4322	CR THIGH PAD SG Y	CR THIGH PAD SG Y	NOS	NOS	1	0	0	0	0	F	239	168	CRICKET	SG	N	18-Feb-13	18-Feb-13	ADMIN			0	0	5.5	239	10					I		0	
3446	4321	CR THIGH PAD SG SMB	CR THIGH PAD SG SMB	NOS	NOS	1	0	0	0	0	F	219	154	CRICKET	SG	N	18-Feb-13	18-Feb-13	ADMIN			0	0	5.5	219	10					I		0	
3445	4320	ELBOW GUARD SG SMB	ELBOW GUARD SG SMB	NOS	NOS	1	0	0	0	0	F	89	63	CRICKET  ACC	GM CR	N	18-Feb-13	18-Feb-13	ADMIN			0	0	5.5	89	0					I		0	
3444	4319	ELBOW GUARD SG 	ELBOW GUARD SG 	NOS	NOS	1	0	0	0	0	F	119	84	CRICKET  ACC	GM CR	N	18-Feb-13	18-Feb-13	ADMIN			0	0	5.5	119	0					I		0	
3443	4318	ELBOW GUARD SG Y	ELBOW GUARD SG Y	NOS	NOS	1	0	0	0	0	F	109	77	CRICKET  ACC	GM CR	N	18-Feb-13	18-Feb-13	ADMIN			0	0	5.5	109	0					I		0	
3442	4317	ELBOW GUARD SG B	ELBOW GUARD SG B	NOS	NOS	1	0	0	0	0	F	99	70	CRICKET  ACC	GM CR	N	18-Feb-13	18-Feb-13	ADMIN			0	0	5.5	99	0					I		0	
3441	4316	CRICKET GOGGLES	CRICKET GOGGLES	NOS	NOS	1	0	0	0	0	F	300	85	OTHERS	GOODS	N	18-Feb-13	18-Feb-13	ADMIN			0	0	5.5	300	20					I		43	
3440	28	KNEE SUP JXN	KNEE SUP JXN	NOS	NOS	1	0	0	0	0	F	400	120	SUPPORTS	YECHUN	N	18-Feb-13	18-Feb-13	ADMIN			0	0	5.5	400	10					I	28	43	
3439	4315	TT TABLE NELCO TOURNAMENT	TT TABLE NELCO TOURNAMENT	NOS	NOS	1	0	0	0	0	F	22000	11490.25	TT ACC	VIXEN TABLE	N	18-Feb-13	18-Feb-13	ADMIN			5.5	0	5.5	22000	20					I		0	
3438	4314	TRW BLX PRO STAFF S ONE 100	TRW BLX PRO STAFF S ONE 100	NOS	NOS	1	0	0	0	0	F	15999	9599.4	TENNIS RACKET	WILSON.	N	16-Feb-13	16-Feb-13	ADMIN			0	0	5.5	15999	20					I		0	
3437	4313	GRIP POWDER MEGSHA	GRIP POWDER MEGSHA	NOS	NOS	1	0	0	0	0	F	299	100	OTHERS	GOODS	N	13-Feb-13	13-Feb-13	ADMIN			0	0	5.5	299	15					I		0	
3436	4312	BAB BALL GOLD	BAB BALL GOLD	CAN	CAN	1	0	0	0	0	F	360	130	TINNIS BALL	YONEX BALL	N	12-Feb-13	12-Feb-13	ADMIN			0	0	5.5	360	15					I	3.32492E+12	0	
3435	4311	S/COCK CARL F1	S/COCK CARL F1	NOS	NOS	1	0	0	0	0	F	790	335.75	SHUTTLE COCK	CARLTON COCK	N	12-Feb-13	12-Feb-13	ADMIN			2	0	5.5	790	15					I		0	
3434	4310	S/COCK CARLN TEEM	S/COCK CARLN TEEM	NOS	NOS	1	0	0	0	0	F	1300	780	SHUTTLE COCK	CARLTON COCK	N	12-Feb-13	12-Feb-13	ADMIN			2	0	5.5	1300	15					I		0	
3433	4309	SR CRLN JR FORCE	SR CRLN JR FORCE	NOS	NOS	1	0	0	0	0	F	580	246.5	SHUTTLE RACKET	CARLTON	N	12-Feb-13	12-Feb-13	ADMIN			2	0	5.5	580	15					I		0	
3432	4308	SR CRLN 801	SR CRLN 801	NOS	NOS	1	0	0	0	0	F	2700	1150	SHUTTLE RACKET	CARLTON	N	12-Feb-13	12-Feb-13	ADMIN			2	0	5.5	2700	25					I		0	
3431	4307	SR CRLN 809 GLO	SR CRLN 809 GLO	NOS	NOS	1	0	0	0	0	F	2400	1060	SHUTTLE RACKET	CARLTON	N	12-Feb-13	12-Feb-13	ADMIN			2	0	5.5	2400	25					I		0	
3430	4306	SHOES	SHOES	NOS	NOS	1	0	0	0	0	F	1500	480	OTHERS	GOODS	N	12-Feb-13	12-Feb-13	ADMIN			0	0	14.5	1500	10					I		0	
3429	4305	GOAL KEEPER JERSEY	GOAL KEEPER JERSEY	NOS	NOS	1	0	0	0	0	F	1000	480	SWIMMING	LYCOT	N	12-Feb-13	12-Feb-13	ADMIN			0	0	5.5	1000	10					I		0	
3428	4304	ATHLETIC BANIANS	ATHLETIC BANIANS	NOS	NOS	1	0	0	0	0	F	180	60	SWIMMING	LYCOT	N	12-Feb-13	12-Feb-13	ADMIN			0	0	5.5	180	10					I		0	
3427	4303	MENS MEGA PLAN	MENS MEGA PLAN	NOS	NOS	1	0	0	0	0	F	480	300	SWIMMING	LYCOT	N	11-Feb-13	11-Feb-13	ADMIN			2	0	5.5	480	10					I		0	
3426	4302	SKATE SUP 	SKATE SUP 	NOS	NOS	1	0	0	0	0	F	350	165	SKATING	JONEX	N	09-Feb-13	09-Feb-13	ADMIN			0	0	5.5	350	15					I		0	
3425	4301	TM CFT 4040 CLASSIC	TM CFT 4040 CLASSIC	NOS	NOS	1	0	0	0	0	F	45000	29750	FITNESS	CRUZE	N	07-Feb-13	07-Feb-13	ADMIN			5.5	0	5.5	45000	25					I		0	
3424	4300	SQ TECH CARBOFLEX 125	SQ TECH CARBOFLEX 125	NOS	NOS	1	0	0	0	0	F	9999	4999	SQUASH RACKET	TECNIFIBRE SQ	N	02-Feb-13	02-Feb-13	ADMIN			0	0	5.5	9999	25					I		8	TECHNIFIBRE
3423	4299	SOFT EXPANDER NIVIA BLK	SOFT EXPANDER NIVIA BLK	NOS	NOS	1	0	0	0	0	F	350	195	FITNESS	N A	N	02-Feb-13	02-Feb-13	ADMIN			0	0	5.5	350	10					E		0	
3422	4298	SOFT EXPANDER NIVIA BLUE	SOFT EXPANDER NIVIA BLUE	NOS	NOS	1	0	0	0	0	F	340	190	FITNESS	N A	N	02-Feb-13	02-Feb-13	ADMIN			0	0	5.5	340	10					E	33012	8	
3421	4297	SOFT EXPANDER NIVIA RED	SOFT EXPANDER NIVIA RED	NOS	NOS	1	0	0	0	0	F	320	180	FITNESS	N A	N	02-Feb-13	02-Feb-13	ADMIN			0	0	5.5	320	10					E		8	
3420	4296	GYM GLOVES NIVIA 889	GYM GLOVES NIVIA 889	NOS	NOS	1	0	0	0	0	F	450	220	FITNESS	N A	N	02-Feb-13	02-Feb-13	ADMIN			0	0	5.5	450	10					E		8	NIVIA
3419	4295	MEDICINE BALL 2KG VIXEN	MEDICINE BALL 2KG VIXEN	NOS	NOS	1	0	0	0	0	F	450	200	OTHERS	GOODS	N	01-Feb-13	01-Feb-13	ADMIN			0	0	5.5	450	10					I		26	VIXEN
3418	4294	MEDICINE BALL 1KG VIXEN	MEDICINE BALL 1KG VIXEN	NOS	NOS	1	0	0	0	0	F	300	135	OTHERS	GOODS	N	01-Feb-13	01-Feb-13	ADMIN			0	0	5.5	300	10					I		26	VIXEN
3417	4293	SHOES SHB 74 EX	SHOES SHB 74 EX	PAIR	PAIR	1	0	0	0	0	F	5490	3250	SHOE	YONEX SHOES	N	01-Feb-13	01-Feb-13	ADMIN			2	0	14.5	5490	15					I		91	
3416	4292	SHOES SHB SC 6 EX	SHOES SHB SC 6 EX	PAIR	PAIR	1	0	0	0	0	F	8000	5280	SHOE	YONEX SHOES	N	01-Feb-13	01-Feb-13	ADMIN			0	0	14.5	8000	15					I		91	
3415	4291	SHOES SHB SC 4 MX 	SHOES SHB SC 4 MX 	PAIR	PAIR	1	0	0	0	0	F	7350	3950	SHOE	YONEX SHOES	N	01-Feb-13	01-Feb-13	ADMIN			2	0	14.5	7350	15					I		91	
3414	4290	CRBL KG SHOOTING STAR	CRBL KG SHOOTING STAR	NOS	NOS	1	0	0	0	0	F	230	135	CRICKET	CRICKET PADS	N	31-Jan-13	31-Jan-13	ADMIN			0	0	5.5	230	10					I		112	
3413	4289	HANGING BALL WRAUN	HANGING BALL WRAUN	NOS	NOS	1	0	0	0	0	F	240	120	CRICKET	CEELA	N	31-Jan-13	31-Jan-13	ADMIN			0	0	5.5	240	10					I		135	
3412	4288	CR SET WRAUN X	CR SET WRAUN X	NOS	NOS	1	0	0	0	0	F	3060	1530	CRICKET	CEELA	N	31-Jan-13	31-Jan-13	ADMIN			0	0	5.5	3060	10					I		135	
3411	4287	PUNCHING BAG AMSU	PUNCHING BAG AMSU	NOS	NOS	1	0	0	0	0	F	3200	1500	OTHERS	GOODS	N	31-Jan-13	31-Jan-13	ADMIN			0	0	5.5	3200	10					I		123	
3410	4286	SR AMSU	SR AMSU	NOS	NOS	1	0	0	0	0	F	350	140	SHUTTLE RACKET	FIERO	N	31-Jan-13	31-Jan-13	ADMIN			6.05	0	5.5	350	10					I		123	
3409	4285	CR SET PROTOS	CR SET PROTOS	NOS	NOS	1	0	0	0	0	F	3960	1755	CRICKET	CEELA	N	31-Jan-13	31-Jan-13	ADMIN			0	0	5.5	3960	10					I		123	Protos
3408	4284	SR YY AMT 30	SR YY AMT 30	NOS	NOS	1	0	0	0	0	F	3580	1800	SHUTTLE RACKET	YONEX	N	29-Jan-13	29-Jan-13	ADMIN			0	0	5.5	3580	30					I		0	
3407	4283	TROP AH236-L	TROP AH236-L	NOS	NOS	1	0	0	0	0	F	1050	425	TROPHYS	TROPHY	N	27-Jan-13	27-Jan-13	ADMIN			0	0	5.5	1050	10					I		130	
3406	4282	TROP AH223-M	TROP AH223-M	NOS	NOS	1	0	0	0	0	F	800	335	TROPHYS	TROPHY	N	27-Jan-13	27-Jan-13	ADMIN			0	0	5.5	800	10					I		130	
3405	4281	SRYY MP 22 LIMITED	"SRYY MP 22 LIMITIED
"	NOS	NOS	1	0	0	0	0	F	3550	1590	SHUTTLE RACKET	YONEX	N	27-Jan-13	27-Jan-13	ADMIN			2	0	5.5	3550	25					I	4.54932E+12	91	
3404	4280	SRYY CAB 8000 LTD	SRYY CAB 8000 LTD	NOS	NOS	1	0	0	0	0	F	3100	1390	SHUTTLE RACKET	YONEX	N	27-Jan-13	27-Jan-13	ADMIN			2	0	5.5	3100	30					I	4.54932E+12	91	YONEX
3403	4279	SRYY CAB LITE	SRYY CAB LITE	NOS	NOS	1	0	0	0	0	F	3150	1255	SHUTTLE RACKET	YONEX	N	27-Jan-13	27-Jan-13	ADMIN			2	0	5.5	3150	30					I	4.54766E+12	91	
3402	4278	TROP 4301-B	TROP 4301-B	NOS	NOS	1	0	0	0	0	F	500	220	TROPHYS	TROPHY	N	27-Jan-13	27-Jan-13	ADMIN			0	0	5.5	500	10					I		0	
3401	4277	TROP 4301-A	TROP 4301-A	NOS	NOS	1	0	0	0	0	F	400	160	TROPHYS	TROPHY	N	27-Jan-13	27-Jan-13	ADMIN			0	0	5.5	400	10					I		130	
3400	4276	TROP SLWT-2	TROP SLWT-2	NOS	NOS	1	0	0	0	0	F	450	185	TROPHYS	TROPHY	N	27-Jan-13	27-Jan-13	ADMIN			0	0	5.5	450	10					I		130	
3399	4275	TROP SLWT-1	TROP SLWT-1	NOS	NOS	1	0	0	0	0	F	370	145	TROPHYS	TROPHY	N	27-Jan-13	27-Jan-13	ADMIN			0	0	5.5	370	10					I		130	
3398	4274	KICK BOARD SPEEDO S	KICK BOARD SPEEDO S	NOS	NOS	1	0	0	0	0	F	649	550	SWIMMING	SPEEDO SWIM	N	26-Jan-13	26-Jan-13	ADMIN			0	0	5.5	649	10					I		0	
3397	4273	KICK BOARD SPEEDO O	KICK BOARD SPEEDO O	NOS	NOS	1	0	0	0	0	F	1099	900	SWIMMING	SPEEDO SWIM	N	26-Jan-13	26-Jan-13	ADMIN			0	0	5.5	1099	10					I		0	
3396	4272	SWIM CAP SPEEDO	SWIM CAP SPEEDO	NOS	NOS	1	0	0	0	0	F	249	168.75	SWIMMING	SPEEDO SWIM	N	26-Jan-13	26-Jan-13	ADMIN			5.5	0	5.5	249	10					I		0	
3395	4271	SWIM CAP SPEEDO	SWIM CAP SPEEDO	NOS	NOS	1	0	0	0	0	F	329	236.529	SWIMMING	SPEEDO SWIM	N	26-Jan-13	26-Jan-13	ADMIN			5.5	0	5.5	329	10					I		0	
3394	4270	TRACKPANT FIERO	TRACKPANT FIERO	NOS	NOS	1	0	0	0	0	F	450	180	GARMENTS	BP	N	26-Jan-13	26-Jan-13	ADMIN			0	0	5.5	450	15					I		0	
3393	4269	GOLF BALL	GOLF BALL	NOS	NOS	1	0	0	0	0	F	249	105	OTHERS	GOODS	N	26-Jan-13	26-Jan-13	ADMIN			0	0	5.5	249	10					I		0	
3392	4268	B BOARD FIERO	B BOARD FIERO	NOS	NOS	1	0	0	0	0	F	239	110	OTHERS	GOODS	N	26-Jan-13	26-Jan-13	ADMIN			0	0	5.5	239	10					I		0	
3391	4267	SR SET HANIL START 	SR SET HANIL START 	NOS	NOS	1	0	0	0	0	F	1250	550	SHUTTLE RACKET	FIERO	N	26-Jan-13	26-Jan-13	ADMIN			2	0	5.5	1250	10					I		34	
3390	4266	SR SET HANIL MP 99	SR SET HANIL MP 99	NOS	NOS	1	0	0	0	0	F	1500	650	SHUTTLE RACKET	FIERO	N	26-Jan-13	26-Jan-13	ADMIN			2	0	5.5	1500	10					I		34	
3389	4265	SHINE GUARD JR	SHINE GUARD JR	NOS	NOS	1	0	0	0	0	F	79	39.2	FOOT BALL	OTHERS	N	26-Jan-13	26-Jan-13	ADMIN			2	0	5.5	79	10					I	SG-15	39	
3388	4264	TRH JR MARIA	TRH JR MARIA	NOS	NOS	1	0	0	0	0	F	1895	1012.875	TENNIS RACKET	HEAD.	N	26-Jan-13	26-Jan-13	ADMIN			2	0	5.5	1895	20					I		93	
3387	4263	HEAD BALL TIP	HEAD BALL TIP	CAN	CAN	3	0	0	0	0	F	315	185	TINNIS BALL	HEAD	N	26-Jan-13	26-Jan-13	ADMIN			0	0	5.5	315	20					I		93	head
3386	4262	TROPHY BOWLER	TROPHY BOWLER	NOS	NOS	1	0	0	0	0	F	1050	450	OTHERS	GOODS	N	23-Jan-13	23-Jan-13	ADMIN			0	0	5.5	1050	10					I		0	
3385	4261	TROPHY BATSMAN BIG	TROPHY BATSMAN BIG	NOS	NOS	1	0	0	0	0	F	1800	550	OTHERS	GOODS	N	23-Jan-13	23-Jan-13	ADMIN			0	0	5.5	1800	10					I		0	
3384	4260	TROPHY VOL BALL 	TROPHY VOL BALL 	NOS	NOS	1	0	0	0	0	F	1400	500	OTHERS	GOODS	N	23-Jan-13	23-Jan-13	ADMIN			0	0	5.5	1400	10					I		0	
3383	4259	TROPHY VOL BALL BASE	TROPHY VOL BALL BASE	NOS	NOS	1	0	0	0	0	F	1800	600	OTHERS	GOODS	N	23-Jan-13	23-Jan-13	ADMIN			0	0	5.5	1800	10					I		0	
3382	4258	TROPHY FOOT BALL SMALL	TROPHY FOOT BALL SMALL	NOS	NOS	1	0	0	0	0	F	1950	375	OTHERS	GOODS	N	23-Jan-13	23-Jan-13	ADMIN			0	0	5.5	1950	10					I		0	
3381	4257	TROPHY FOOT BALL BIG	TROPHY FOOT BALL BIG	NOS	NOS	1	0	0	0	0	F	2400	450	OTHERS	GOODS	N	23-Jan-13	23-Jan-13	ADMIN			0	0	5.5	2400	10					I		0	
3380	4256	T/P BORNFREE	"



T/P BORNFREE"	NOS	NOS	1	0	0	0	0	F	715	350	GARMENTS	ANTIQUE	N	22-Jan-13	22-Jan-13	ADMIN			0	0	5.5	715	10					I		0	
3379	4254	SHORTS BORNFREE	SHORTS BORNFREE	NOS	NOS	1	0	0	0	0	F	450	300	GARMENTS	ANTIQUE	N	22-Jan-13	22-Jan-13	ADMIN			0	0	5.5	450	10					I		0	
3378	4253	4 STATION GYM G502	4 STATION GYM G502	NOS	NOS	1	0	0	0	0	F	75000	37000	FITNESS	N A	N	21-Jan-13	21-Jan-13	ADMIN			5.5	0	5.5	75000	10					I		0	
3377	4252	BENCH PRESS 7003-MB	BENCH PRESS 7003-MB	NOS	NOS	1	0	0	0	0	F	10000	4800	FITNESS	N A	N	21-Jan-13	21-Jan-13	ADMIN			5.5	0	5.5	10000	10					I		0	
3376	4251	FLAT BENCH	FLAT BENCH	NOS	NOS	1	0	0	0	0	F	5000	2700	FITNESS	N A	N	21-Jan-13	21-Jan-13	ADMIN			5.5	0	5.5	5000	10					I		0	
3375	4250	TM AFDT 1000	TM AFDT 1000	NOS	NOS	1	0	0	0	0	F	65000	18500	FITNESS	ABSOLUTE	N	21-Jan-13	21-Jan-13	ADMIN			5.5	0	5.5	65000	10					I		0	
3374	4249	STRINGING MACHINE GM08EX	STRINGING MACHINE GM08EX	NOS	NOS	1	0	0	0	0	F	50000	25000	OTHERS	GOODS	N	19-Jan-13	19-Jan-13	ADMIN			0	0	5.5	50000	10					I		0	
3373	4248	FOOT BALL NIVIA MS	FOOT BALL NIVIA MS	NOS	NOS	1	0	0	0	0	F	399	260	VOLLY BALL	OTHERS V	N	19-Jan-13	19-Jan-13	ADMIN			0	0	5.5	399	10					I		0	
3372	4247	SS VECTOR-X  TS-1040	SS VECTOR-X  TS-1040	NOS	NOS	1	0	0	0	0	F	2300	1400	CRICKET  ACC	BAS VAMPIRE	N	17-Jan-13	17-Jan-13	ADMIN			0	0	5.5	2300	10					I		0	
3371	4246	SS VECTOR-X  TS-1035	SS VECTOR-X  TS-1035	NOS	NOS	1	0	0	0	0	F	2400	1425	CRICKET  ACC	BAS VAMPIRE	N	17-Jan-13	17-Jan-13	ADMIN			2	0	5.5	2400	10					I	TS-1035	7	
3370	4245	CR KIT BAS 3 	CR KIT BAS 3 	NOS	NOS	1	0	0	0	0	F	3600	0	CRICKET  ACC	BAS VAMPIRE	N	17-Jan-13	17-Jan-13	ADMIN			0	0	5.5	3600	10					I		0	
3369	4244	SR YY MP 9	SR YY MP 9	NOS	NOS	1	0	0	0	0	F	2580	1450	SHUTTLE RACKET	YONEX	N	16-Jan-13	16-Jan-13	ADMIN			0	0	5.5	2580	30					I		0	
3368	4243	GOAL POST	GOAL POST	NOS	NOS	1	0	0	0	0	F	12500	9000	OTHERS	GOODS	N	11-Jan-13	11-Jan-13	ADMIN			0	0	5.5	12500	10					I		0	
3367	4242	TUMMY BELT OMTEX	TUMMY BELT OMTEX	PAIR	PAIR	1	0	0	0	0	F	535	340	OTHERS	GOODS	N	11-Jan-13	11-Jan-13	ADMIN			0	0	5.5	535	10					I		0	
3366	4241	SOCKS MUSTANG	SOCKS MUSTANG	PAIR	PAIR	1	0	0	0	0	F	120	82	OTHERS	GOODS	N	11-Jan-13	11-Jan-13	ADMIN			0	0	5.5	120	10					I		0	
3365	4240	SS ADMIRAL	SS ADMIRAL	PAIR	PAIR	1	0	0	0	0	F	1699	800	OTHERS	GOODS	N	10-Jan-13	10-Jan-13	ADMIN			2	0	5.5	1699	20					I		145	
3364	4239	KNEE CAPS/ANKLETS	KNEE CAPS/ANKLETS	NOS	NOS	1	0	0	0	0	F	85	18	OTHERS	GOODS	N	10-Jan-13	10-Jan-13	ADMIN			0	0	5.5	85	10					I		0	
3363	4238	JAVELIN ALUMINIUM 600 GM	JAVELIN ALUMINIUM 600 GM	NOS	NOS	1	0	0	0	0	F	985	640	OTHERS	GOODS	N	10-Jan-13	10-Jan-13	ADMIN			0	0	5.5	985	10					I		0	
3362	4237	JAVELIN ALUMINIUM 800 GM	JAVELIN ALUMINIUM 800 GM	NOS	NOS	1	0	0	0	0	F	1070	700	OTHERS	GOODS	N	10-Jan-13	10-Jan-13	ADMIN			0	0	5.5	1070	10					I		0	
3361	4236	CR BAT HRS CRAZY	CR BAT HRS CRAZY	NOS	NOS	1	0	0	0	0	F	900	450	CRICKET	CRICKET BAT	N	10-Jan-13	10-Jan-13	ADMIN			0	0	5.5	900	10					I		0	
3360	4235	CR BAT HRS STROKEWELL	CR BAT HRS STROKEWELL	NOS	NOS	1	0	0	0	0	F	850	425	CRICKET	CRICKET BAT	N	10-Jan-13	10-Jan-13	ADMIN			0	0	5.5	850	10					I		0	
3359	4234	YOGA MAT HRS 102	YOGA MAT HRS 102	NOS	NOS	1	0	0	0	0	F	790	450	BASKET BALL	MOLTEN	N	09-Jan-13	09-Jan-13	ADMIN			0	0	5.5	790	10					I		0	
3358	4233	BASKET BALL 5 HRS	BASKET BALL 5 HRS	NOS	NOS	1	0	0	0	0	F	360	155	BASKET BALL	MOLTEN	N	09-Jan-13	09-Jan-13	ADMIN			0	0	5.5	360	10					I		0	
3357	4232	BASKET BALL 3 HRS	BASKET BALL 3 HRS	NOS	NOS	1	0	0	0	0	F	240	100	BASKET BALL	MOLTEN	N	09-Jan-13	09-Jan-13	ADMIN			0	0	5.5	240	20					I		0	
